name,link
"Sauteed Apple, Onion N' Bell Pepper",https://www.food.com/recipe/sauteed-apple-onion-n-bell-pepper-15866
Aaloo Mattar,https://www.food.com/recipe/aaloo-mattar-indian-style-peas-and-potatoes-158223
Clove and Cinnamon Tea,https://www.food.com/recipe/clove-and-cinnamon-tea-15553
Chicken Methi ( Chicken With Dried Fenugreek Leaves),https://www.food.com/recipe/chicken-methi-chicken-with-dried-fenugreek-leaves-154433
Mughlai Beef Curry (Mughlai Frezi),https://www.food.com/recipe/mughlai-beef-curry-mughlai-frezi-151462
Corn and Peas,https://www.food.com/recipe/corn-and-peas-150652
Kheer,https://www.food.com/recipe/kheer-136370
Chicken Dopiaza,https://www.food.com/recipe/chicken-dopiaza-126582
Samosa Pie,https://www.food.com/recipe/samosa-pie-122717
Sambhar,https://www.food.com/recipe/sambhar-115127
Crock Pot Chicken and Potato Curry,https://www.food.com/recipe/crock-pot-chicken-and-potato-curry-67786
Indian Spiced Potatoes,https://www.food.com/recipe/indian-spiced-potatoes-94661
Masala Tea (indian Spiced Tea),https://www.food.com/recipe/masala-tea-indian-spiced-tea-94606
Delhi Potatoes,https://www.food.com/recipe/delhi-potatoes-77931
"Jasmine Rice with Shallots, Cumin and Red Pepper",https://www.food.com/recipe/jasmine-rice-with-shallots-cumin-and-red-pepper-74583
Curried Lentils with Yogurt,https://www.food.com/recipe/curried-lentils-with-yogurt-69035
Vindaloo,https://www.food.com/recipe/vindaloo-goan-style-hot-and-sour-pork-6574
Chicken Ceylon with Massalla Gravy,https://www.food.com/recipe/chicken-ceylon-with-massalla-gravy-58986
Spicy Indian Kofta,https://www.food.com/recipe/spicy-indian-kofta-57610
Akoori - Indian Scrambled Eggs,https://www.food.com/recipe/akoori-indian-scrambled-eggs-5234
Spicy Sweet Chicken Wings,https://www.food.com/recipe/marthas-spicy-sweet-chicken-wings-485183
Lassi (Indian Yogurt Drink),https://www.food.com/recipe/lassi-indian-yogurt-drink-483000
Kheema,https://www.food.com/recipe/kheema-482951
Grilled Indian-Style Curry Yogurt Chicken,https://www.food.com/recipe/grilled-indian-style-curry-yogurt-chicken-466540
Chicken in Yogurt and Almond Curry,https://www.food.com/recipe/chicken-in-yogurt-and-almond-curry-449638
Shrimp and Coconut Curry With Green Beans,https://www.food.com/recipe/shrimp-and-coconut-curry-with-green-beans-446582
'chicken' Tikka Masala - Vegan Style,https://www.food.com/recipe/chicken-tikka-masala-vegan-style-418756
Chicken Naan Pockets,https://www.food.com/recipe/chicken-naan-pockets-395556
"Super Simple, Super Quick Chicken Curry and Rice",https://www.food.com/recipe/super-simple-super-quick-chicken-curry-and-rice-370684
Portobello Curry With Green Rice,https://www.food.com/recipe/portobello-curry-with-green-rice-352501
Raita,https://www.food.com/recipe/raita-with-love-from-india-35063
Spicy Carrot and Zucchini Bhaji,https://www.food.com/recipe/spicy-carrot-and-zucchini-bhaji-344072
Qaubuli Palau (Yellow Rice With Carrots and Ground Beef),https://www.food.com/recipe/qaubuli-palau-yellow-rice-with-carrots-and-ground-beef-339783
Easy Chapatis (Flatbread),https://www.food.com/recipe/easy-chapatis-flatbread-33622
Hare Krishna Almond Salad Dressing,https://www.food.com/recipe/hare-krishna-almond-salad-dressing-327161
Scentilentil Journey,https://www.food.com/recipe/scentilentil-journey-326579
Chicken Tikka Masala,https://www.food.com/recipe/chicken-tikka-masala-316620
Red Lentil Mulligatawny With Apple-Celery Salsa,https://www.food.com/recipe/red-lentil-mulligatawny-with-apple-celery-salsa-290488
Chicken Makhani,https://www.food.com/recipe/chicken-makhani-28850
Kachoomar Must Must,https://www.food.com/recipe/kachoomar-must-must-28107
Chicken Korma,https://www.food.com/recipe/padma-lakshmis-chicken-korma-274162
Curried Chicken With Rice,https://www.food.com/recipe/curried-chicken-with-rice-263674
Eggplant Curry,https://www.food.com/recipe/eggplant-curry-252964
Aloo Gobi,https://www.food.com/recipe/kevins-aloo-gobi-23375
Cucumber Vegetable Salad,https://www.food.com/recipe/cucumber-vegetable-salad-229659
New Potatoes With Cumin,https://www.food.com/recipe/new-potatoes-with-cumin-207685
Onion  Bhaji,https://www.food.com/recipe/onion-bhaji-203074
Madras Sweet Potatoes,https://www.food.com/recipe/madras-sweet-potatoes-197361
"Cucumber Raita, Super Simple, Quick and Easy.",https://www.food.com/recipe/cucumber-raita-super-simple-quick-and-easy-191062
"Aloo Gobi Mattar - Cauliflower, Pea and Potato Curry",https://www.food.com/recipe/aloo-gobi-mattar-cauliflower-pea-and-potato-curry-187408
Green Tea  Spiced  Kashmiri Kahwa,https://www.food.com/recipe/green-tea-spiced-kashmiri-kahwa-176553
Spinach Curry,https://www.food.com/recipe/spinach-curry-166775
Curried Lamb Meatballs,https://www.food.com/recipe/curried-lamb-meatballs-165146
Almost Core Chicken Biryani,https://www.food.com/recipe/almost-core-chicken-biryani-161604
Colorful Cashew Curry,https://www.food.com/recipe/colorful-cashew-curry-161283
East Indian Farina Hot Cereal (Payasam),https://www.food.com/recipe/east-indian-farina-hot-cereal-payasam-159747
Curried Sweet Potatoes in Coconut Milk,https://www.food.com/recipe/curried-sweet-potatoes-in-coconut-milk-148080
Burfi a La Yamuna - Indian Fudge,https://www.food.com/recipe/burfi-a-la-yamuna-indian-fudge-147891
Masoor Daal - Indian Red Lentils,https://www.food.com/recipe/masoor-daal-indian-red-lentils-145357
Paneer (Panir),https://www.food.com/recipe/paneer-panir-139897
Easy Moong Dal (Mashed Yellow Split Peas),https://www.food.com/recipe/easy-moong-dal-mashed-yellow-split-peas-138210
Five-Lentil Stew (Panch Dal),https://www.food.com/recipe/five-lentil-stew-panch-dal-137217
Non-Fat Paneer,https://www.food.com/recipe/non-fat-paneer-134496
Savory Kidney Beans,https://www.food.com/recipe/savory-kidney-beans-125892
Tandoori Chicken,https://www.food.com/recipe/tandoori-chicken-117235
Lamb Korma,https://www.food.com/recipe/lamb-korma-11451
Potato and Coriander Samosas,https://www.food.com/recipe/potato-and-coriander-samosas-111690
Dahl Soup - Fijian Indian Version,https://www.food.com/recipe/dahl-soup-fijian-indian-version-334049
Tandoori Masala (Spice Mix),https://www.food.com/recipe/tandoori-masala-spice-mix-333539
Naan Aka Indian Flat Bread,https://www.food.com/recipe/naan-aka-indian-flat-bread-125624
Appalicious Apple Lassi,https://www.food.com/recipe/appalicious-apple-lassi-95821
Fragrant Paneer Rice,https://www.food.com/recipe/fragrant-paneer-rice-93232
"Kachumber - Fresh Tomato, Cucumber, and Onion Relish",https://www.food.com/recipe/kachumber-fresh-tomato-cucumber-and-onion-relish-81282
Beef or Lamb Vindaloo,https://www.food.com/recipe/beef-or-lamb-vindaloo-76372
divine indian spinach,https://www.food.com/recipe/divine-indian-spinach-73708
Homemade Yogurt,https://www.food.com/recipe/homemade-yogurt-71032
Chicken Meatball Tikka Masala,https://www.food.com/recipe/chicken-meatball-tikka-masala-536973
Easy Entertaining Rice Pudding,https://www.food.com/recipe/easy-rice-pudding-51640
Goan Black-Eyed Peas (Slow Cooker),https://www.food.com/recipe/goan-black-eyed-peas-slow-cooker-513463
Tomato Soup,https://www.food.com/recipe/tomato-soup-50749
Coffee Cake,https://www.food.com/recipe/the-best-coffee-lovers-coffee-cake-49945
Mango and Baby Tomato Salad,https://www.food.com/recipe/mango-and-baby-tomato-salad-485002
Onion Rice,https://www.food.com/recipe/onion-rice-484953
Indian Shrimp (Prawn) Curry,https://www.food.com/recipe/indian-shrimp-prawn-curry-484888
Indian Cucumber Salad,https://www.food.com/recipe/indian-cucumber-salad-484513
Kheer (Indian Rice Pudding),https://www.food.com/recipe/kheer-indian-rice-pudding-483170
Gobi Ki Sabzi (Dry Cauliflower Curry),https://www.food.com/recipe/gobi-ki-sabzi-dry-cauliflower-curry-483067
Indian Scrambled Eggs,https://www.food.com/recipe/indian-scrambled-eggs-482883
Cucumber Raita (Cucumber Salad),https://www.food.com/recipe/cucumber-raita-cucumber-salad-482735
Roasted Chickpeas With Garam Masala,https://www.food.com/recipe/roasted-chickpeas-with-garam-masala-482652
Chicken 65 or 'hot and Spicy Chicken'!,https://www.food.com/recipe/chicken-65-or-hot-and-spicy-chicken-47303
Jalebis!,https://www.food.com/recipe/delicious-homemade-instant-jalebis-47069
Indian Spinach Salad,https://www.food.com/recipe/indian-spinach-salad-466493
Chocolate Chai Tea,https://www.food.com/recipe/chocolate-chai-tea-465576
Zanzibari Prawn,https://www.food.com/recipe/zanzibari-prawn-460378
Pudla - Besan Chickpea Pancake,https://www.food.com/recipe/pudla-besan-chickpea-pancake-460196
Bombay Spiced Potatoes,https://www.food.com/recipe/bombay-spiced-potatoes-450832
Mango Lassi,https://www.food.com/recipe/mango-lassi-449074
Coconut Curry Crust Fish,https://www.food.com/recipe/coconut-curry-crust-fish-447339
Ekuri - Spicy Scrambled Eggs,https://www.food.com/recipe/ekuri-spicy-scrambled-eggs-44199
Eggplant Curry (Indian),https://www.food.com/recipe/eggplant-curry-indian-437724
Aromatic Basmati Rice (Rice Cooker),https://www.food.com/recipe/aromatic-basmati-rice-rice-cooker-424415
Indian Spicy-Sour Chickpeas With Cauliflower,https://www.food.com/recipe/indian-spicy-sour-chickpeas-with-cauliflower-416982
Chicken Tikka Tomato Masala,https://www.food.com/recipe/chicken-tikka-masala-394639
Indian ( Navajo ) Fry Bread,https://www.food.com/recipe/indian-navajo-fry-bread-387068
Jowar/Jolad Roti,https://www.food.com/recipe/aayis-jowar-jolad-roti-gluten-free-indian-flat-bread-385083
Ginger-Garlic Paste,https://www.food.com/recipe/ginger-garlic-paste-38054
Spicy Root Vegetable & Lentil Casserole,https://www.food.com/recipe/spicy-root-vegetable-lentil-casserole-345555
Pressure Cooker Chicken Curry,https://www.food.com/recipe/pressure-cooker-chicken-curry-344788
Easy Dhal Soup,https://www.food.com/recipe/easy-dhal-soup-343680
Bengali Potatoes,https://www.food.com/recipe/bengali-potatoes-336995
Mulligatawny Soup,https://www.food.com/recipe/mulligatawny-soup-336234
Dal With Spinach and Yoghurt,https://www.food.com/recipe/dal-with-spinach-and-yoghurt-332530
Masala-Spiced Chickpeas,https://www.food.com/recipe/masala-spiced-chickpeas-328056
"Basmati Rice With Cashews, Peas and Fresh Coriander",https://www.food.com/recipe/basmati-rice-with-cashews-peas-and-fresh-coriander-328002
Indian Appleous 500,https://www.food.com/recipe/indian-appleous-500-325753
Tamarind - Date Chutney,https://www.food.com/recipe/tamarind-date-chutney-322417
Simple Lentil Dal (Dahl),https://www.food.com/recipe/simple-lentil-dal-dahl-310940
Dahl Soup,https://www.food.com/recipe/dahl-soup-309217
Spicy Baked Chicken (From India) -- Masaledar Murghi,https://www.food.com/recipe/spicy-baked-chicken-from-india-masaledar-murghi-306916
Turmeric Rice by Madhur Jaffrey,https://www.food.com/recipe/turmeric-rice-by-madhur-jaffrey-299840
Curry-Spiced Sweet Potatoes,https://www.food.com/recipe/curry-spiced-sweet-potatoes-288942
Pork Vindaloo,https://www.food.com/recipe/pork-vindaloo-270304
Mulligatawny Soup,https://www.food.com/recipe/the-memsahibs-mulligatawny-soup-anglo-indian-curried-soup-257944
Oven-Roasted Eggplant and Butternut Squash Curry,https://www.food.com/recipe/oven-roasted-eggplant-and-butternut-squash-curry-253225
Black-Eyed Peas With Mushrooms,https://www.food.com/recipe/black-eyed-peas-with-mushrooms-251876
Beef Keema,https://www.food.com/recipe/beef-keema-249614
Pulau Nepalese Basmati Rice,https://www.food.com/recipe/pulau-nepalese-basmati-rice-dish-248955
"Garlic Pita "" Naan """,https://www.food.com/recipe/garlic-pita-naan-230149
Butter Chicken Curry,https://www.food.com/recipe/butter-chicken-curry-229228
"Fried Liver Curry ( Lamb, Pork or Chicken )",https://www.food.com/recipe/fried-liver-curry-lamb-pork-or-chicken-206497
Awesome Sambhar,https://www.food.com/recipe/awesome-sambhar-205523
Creamy Palak (Spinach),https://www.food.com/recipe/creamy-palak-spinach-18505
Besan Ladoo,https://www.food.com/recipe/my-addictive-besan-gram-flour-ladoo-will-leave-u-licking-ur-fingers-clean-18409
Curried Ground Beef,https://www.food.com/recipe/curried-ground-beef-180768
Tava(Pan) Mushrooms,https://www.food.com/recipe/tava-pan-mushrooms-17712
Coconut-Lentil Chutney,https://www.food.com/recipe/coconut-lentil-chutney-15042
Kolkata Chilli Chicken,https://www.food.com/recipe/kolkata-chilli-chicken-147892
Cardamom and Black Pepper Chicken,https://www.food.com/recipe/cardamom-and-black-pepper-chicken-137870
Bombay Chicken Curry,https://www.food.com/recipe/bombay-chicken-curry-134691
Potato Curry for 1,https://www.food.com/recipe/potato-curry-for-1-128410
"Baingan Bharta ( Spicy Roasted Eggplant With Tomatoes, Cilantro",https://www.food.com/recipe/baingan-bharta-spicy-roasted-eggplant-with-tomatoes-cilantro-11863
Scrumptious Kerala Fish Patties,https://www.food.com/recipe/scrumptious-kerala-fish-patties-102656
Indian Flatbread,https://www.food.com/recipe/subru-uncles-recipe-to-prepare-dough-for-indian-flatbread-76927
Indian Butter Chicken (Without the Butter),https://www.food.com/recipe/indian-butter-chicken-without-the-butter-362415
Simple Turmeric Rice,https://www.food.com/recipe/simple-turmeric-rice-324541
Beet Salad (Indian),https://www.food.com/recipe/beet-salad-indian-298728
Chicken Tikka Masala,https://www.food.com/recipe/restaurant-style-chicken-tikka-masala-256332
Sweet Potato and Spinach Curry,https://www.food.com/recipe/sweet-potato-and-spinach-curry-201680
Indian Spiced Eggplant (Aubergine),https://www.food.com/recipe/indian-spiced-eggplant-aubergine-196146
Mushroom and Okra Curry,https://www.food.com/recipe/mushroom-and-okra-curry-125206
Beef Samosa,https://www.food.com/recipe/beef-samosa-98520
Spicy Green Beans,https://www.food.com/recipe/qs-spicy-green-beans-96077
Red Snapper With Garlic Delight,https://www.food.com/recipe/red-snapper-with-garlic-delight-93905
Pot Roast with gravy - Indian style,https://www.food.com/recipe/pot-roast-with-gravy-indian-style-85336
Chana Dal With Bell Pepper,https://www.food.com/recipe/chana-dal-with-bell-pepper-83985
"Chicken Mulligatawny Soup from ""the Frugal Gourmet""",https://www.food.com/recipe/chicken-mulligatawny-soup-from-the-frugal-gourmet-83983
Keema II,https://www.food.com/recipe/keema-ii-77791
South Indian Sambar Veg Curry,https://www.food.com/recipe/subru-uncles-delicious-s-indian-sambar-veg-curry-we-all-love-77100
Flavors of India: Spiced Pumpkin Bread,https://www.food.com/recipe/flavors-of-india-spiced-pumpkin-bread-75481
Ground Beef and Potato Curry,https://www.food.com/recipe/ground-beef-and-potato-curry-74769
Whole Foods Chickpea Masala,https://www.food.com/recipe/whole-foods-chickpea-masala-65619
Barbecue Tandoori Chicken,https://www.food.com/recipe/uncle-bills-barbecue-tandoori-chicken-63800
"Ground Turkey, Sweet Potato & Pea Curry",https://www.food.com/recipe/ground-turkey-sweet-potato-pea-curry-496776
Tandoori Paste,https://www.food.com/recipe/tandoori-paste-485579
"Coconut Curry With Cauliflower, Carrots, & Chickpeas",https://www.food.com/recipe/coconut-curry-with-cauliflower-carrots-chickpeas-485472
Carrots Garam Masala,https://www.food.com/recipe/carrots-garam-masala-485234
Easy Green Beans Masala,https://www.food.com/recipe/easy-green-beans-masala-485233
Indian Potatoes - Aloo Kurma,https://www.food.com/recipe/indian-potatoes-aloo-kurma-484957
Chicken Tikka Masala by Jamie Oliver,https://www.food.com/recipe/chicken-tikka-masala-by-jamie-oliver-482985
Bombay Barbecued Chicken,https://www.food.com/recipe/bombay-barbecued-chicken-482144
Cooling Mint Cucumber Raita,https://www.food.com/recipe/cooling-mint-cucumber-raita-482134
Indian Scrambled Eggs With Onion and Tomatoes (Khichri Unda),https://www.food.com/recipe/indian-scrambled-eggs-with-onion-and-tomatoes-khichri-unda-481922
East Indian Cheese Logs,https://www.food.com/recipe/east-indian-cheese-logs-48072
Spiced Chai Concentrate,https://www.food.com/recipe/spiced-chai-concentrate-469218
Indian Cauliflower & Potatoes,https://www.food.com/recipe/indian-cauliflower-potatoes-468635
Tandoori Spice Blend,https://www.food.com/recipe/tandoori-spice-blend-466988
Dry Potato Curry,https://www.food.com/recipe/dry-potato-curry-460194
Yellow Mung Dal Soup - Dal Shorba,https://www.food.com/recipe/yellow-mung-dal-soup-dal-shorba-451324
Chili-Lime Rubbed Indian Corn on the Cob,https://www.food.com/recipe/chili-lime-rubbed-indian-corn-on-the-cob-441186
Akoori - Parsi Scrambled Eggs,https://www.food.com/recipe/akoori-parsi-scrambled-eggs-425294
Indian Dhal,https://www.food.com/recipe/indian-dhal-416178
Silky Spicy Carrot Soup,https://www.food.com/recipe/silky-spicy-carrot-soup-412372
Garam Masala Ala Madhur Jaffrey,https://www.food.com/recipe/garam-masala-ala-madhur-jaffrey-395197
Silky Masala Chai,https://www.food.com/recipe/masala-chai-365280
Cottage Cheese in Spinach Gravy(Palak Paneer),https://www.food.com/recipe/cottage-cheese-in-spinach-gravy-palak-paneer-357820
Curried Quinoa and Cauliflower,https://www.food.com/recipe/curried-quinoa-and-cauliflower-356484
Red Lentil and Apricot Soup,https://www.food.com/recipe/red-lentil-and-apricot-soup-330176
Spinach and Pumpkin Curry,https://www.food.com/recipe/spinach-and-pumpkin-curry-327981
Indian Chai Iced Coffee,https://www.food.com/recipe/indian-chai-iced-coffee-323298
"Bastani (Persian Rose Water, Saffron and Pistachio Ice Cream)",https://www.food.com/recipe/bastani-persian-rose-water-saffron-and-pistachio-ice-cream-318129
Mash Aloo (Indian Mashed Potatoes),https://www.food.com/recipe/mash-aloo-indian-mashed-potatoes-306163
Pooris (Fried Indian Bread),https://www.food.com/recipe/pooris-fried-indian-bread-305537
Chocolate Chai,https://www.food.com/recipe/chocolate-chai-304348
Indian-Style Green Beans,https://www.food.com/recipe/indian-style-green-beans-292756
Kaha Bath (Yellow Rice),https://www.food.com/recipe/kaha-bath-yellow-rice-28815
Ground Cilantro (coriander) Chutney,https://www.food.com/recipe/ground-cilantro-coriander-chutney-28774
Pakistani Dhal,https://www.food.com/recipe/pakistani-dhal-269711
Baked Potato and Eggplant Curry,https://www.food.com/recipe/urmilas-baked-potato-and-eggplant-curry-267565
Vegetable Makhani,https://www.food.com/recipe/vegetable-makhani-263903
Cardamom & Coconut Pilau,https://www.food.com/recipe/cardamom-coconut-pilau-228805
Filling for Dosa Pancake,https://www.food.com/recipe/filling-for-dosa-pancake-216978
Chicken and Spinach Curry,https://www.food.com/recipe/chicken-and-spinach-curry-210350
Paneer (Panir - Indian Cheese),https://www.food.com/recipe/homemade-paneer-panir-indian-cheese-207389
Chicken Vindaloo Balti Style,https://www.food.com/recipe/chicken-vindaloo-balti-style-207042
Sweet and Sour Chicken Curry,https://www.food.com/recipe/sweet-and-sour-chicken-curry-204652
Kofta Meatball Curry,https://www.food.com/recipe/kofta-meatball-curry-204496
Gajar Ka Halwa (Carrot Halwa),https://www.food.com/recipe/gajar-ka-halwa-carrot-halwa-20175
Spinach and Dhal Curry,https://www.food.com/recipe/spinach-and-dhal-curry-197461
Garam Masala,https://www.food.com/recipe/garam-masala-176687
Aloo Mutter,https://www.food.com/recipe/aloo-mutter-176013
Dhall (Lentil & Tomato Curry),https://www.food.com/recipe/dhall-lentil-tomato-curry-174560
Red Tomato Chutney,https://www.food.com/recipe/red-tomato-chutney-172397
Potato and Pea Curry,https://www.food.com/recipe/potato-and-pea-curry-162417
Green Coconut Curry With Vegetables,https://www.food.com/recipe/green-coconut-curry-with-vegetables-161285
Cranberry Orange Chutney,https://www.food.com/recipe/cranberry-orange-chutney-159329
Tamarind - Date Chutney ( Sweet Indian Chutney),https://www.food.com/recipe/tamarind-date-chutney-sweet-indian-chutney-156496
Mushroom Rogan Josh,https://www.food.com/recipe/mushroom-rogan-josh-155777
Green Fennel Seeds Tea,https://www.food.com/recipe/green-fennel-seeds-tea-15472
Major Grey Chicken Curry,https://www.food.com/recipe/major-grey-chicken-curry-145414
Garam Masala Butter Chicken,https://www.food.com/recipe/butter-chicken-136226
Indian Carrot Bread,https://www.food.com/recipe/indian-carrot-bread-134335
Vegetable Manchurian - Oriental Fusion Cuisine,https://www.food.com/recipe/vegetable-manchurian-oriental-fusion-cuisine-128861
Chicken in Coconut Milk (Indian),https://www.food.com/recipe/chicken-in-coconut-milk-indian-126584
Chicken Bhoona,https://www.food.com/recipe/chicken-bhoona-119043
Potatoes in Spinach Sauce,https://www.food.com/recipe/new-potatoes-in-spinach-sauce-111844
Indian Corn Stew,https://www.food.com/recipe/indian-corn-stew-109570
Mango Lassi,https://www.food.com/recipe/emerils-mango-lassi-105845
Bombay Chicken with Red Split Lentils,https://www.food.com/recipe/bombay-chicken-with-red-split-lentils-67313
Mixed Vegetable Masala,https://www.food.com/recipe/mixed-vegetable-masala-403818
Old Fashioned New England Indian Pudding,https://www.food.com/recipe/old-fashioned-new-england-indian-pudding-388066
Easy Curried Chickpeas (Chana Masala) Vegetarian/Vegan,https://www.food.com/recipe/easy-curried-chickpeas-chana-masala-vegetarian-vegan-264297
Chicken and Cashew Nut Sauce,https://www.food.com/recipe/chicken-in-a-cashew-nut-sauce-215989
Indian Fry Bread - Midwest,https://www.food.com/recipe/indian-fry-bread-midwest-213012
Spiced Mushrooms,https://www.food.com/recipe/spiced-mushrooms-207915
Naan,https://www.food.com/recipe/naan-16332
Bird's Nest recipe,https://www.food.com/recipe/egg-on-the-birds-nest-13402
Gol Gappay,https://www.food.com/recipe/gol-gappay-123810
Prawns in Dark Sauce,https://www.food.com/recipe/prawns-in-a-dark-sauce-98810
Beef Wonton Samosas,https://www.food.com/recipe/beef-wonton-samosas-97504
Potato and Hard Boiled Egg Curry,https://www.food.com/recipe/potato-and-hard-boiled-egg-curry-92205
Cup tea,https://www.food.com/recipe/my-cuppa-tea-plain-91525
Aloo Bondas,https://www.food.com/recipe/ashers-aloo-bondas-90614
Marinated Lamb Popsicles With Fenugreek Cream Curry,https://www.food.com/recipe/marinated-lamb-popsicles-with-fenugreek-cream-curry-90127
Blushing Strawberry Family Delight,https://www.food.com/recipe/blushing-strawberry-family-delight-9005
Indian Memorabletandoori Prawns,https://www.food.com/recipe/indian-memorabletandoori-prawns-89321
Banana Fruit Salad,https://www.food.com/recipe/banana-fruit-salad-84714
Green Tomato Soup,https://www.food.com/recipe/lous-green-tomato-soup-84584
Cardamom Flavoured Chicken,https://www.food.com/recipe/cardamom-flavoured-chicken-79414
tandoori chicken,https://www.food.com/recipe/tandoori-chicken-77298
South indian Rasam Curry,https://www.food.com/recipe/subru-uncles-delicious-spicy-s-indian-rasam-curry-we-love-77096
Keema I,https://www.food.com/recipe/keema-i-74102
curry powder,https://www.food.com/recipe/curry-powder-73183
Lamb leg and Yogurt,https://www.food.com/recipe/leg-of-lamb-in-a-spicy-yogurt-sauce-67331
Lamb with Spinach (Dilli Ka Saag Gosht),https://www.food.com/recipe/lamb-with-spinach-dilli-ka-saag-gosht-6576
Taste of Heaven - Mushroom and Carrots Biryani,https://www.food.com/recipe/taste-of-heaven-mushroom-and-carrots-biryani-64617
Pol Roti (Coconut Roti/Indian Flatbread),https://www.food.com/recipe/pol-roti-coconut-roti-indian-flatbread-62159
Semolina Halwa,https://www.food.com/recipe/semolina-halwa-57744
Karela (Bitter melon or gourd),https://www.food.com/recipe/karela-bitter-melon-or-gourd-55817
Chicken and Pepper,https://www.food.com/recipe/chicken-and-pepper-521679
Mango Cheese Spread,https://www.food.com/recipe/mango-cheese-spread-49915
Chicken Drumsticks With Indian Spices,https://www.food.com/recipe/chicken-drumsticks-with-indian-spices-485258
Egg Pakora,https://www.food.com/recipe/egg-pakora-483610
Red Lentil and Chicken Soup - Indian Style,https://www.food.com/recipe/red-lentil-and-chicken-soup-indian-style-483043
Lamb Korma Over Rice,https://www.food.com/recipe/lamb-korma-482646
Nimbu Ka Chaval (Saffron Rice With Lime),https://www.food.com/recipe/nimbu-ka-chaval-saffron-rice-with-lime-481886
Lemony Chicken With Fresh Coriander (Madhur Jaffrey),https://www.food.com/recipe/lemony-chicken-with-fresh-coriander-madhur-jaffrey-481278
Easy Peasy Healthy Mango Lassi,https://www.food.com/recipe/easy-peasy-healthy-mango-lassi-478558
Chickpea Curry With Fresh Dill (Rasa Walla Kabuli Chana),https://www.food.com/recipe/chickpea-curry-with-fresh-dill-rasa-walla-kabuli-chana-477173
Indian-Style Shrimp Pizza With Mozzarella,https://www.food.com/recipe/indian-style-shrimp-pizza-with-mozzarella-467545
Indian Potatoes,https://www.food.com/recipe/indian-potatoes-464954
Chana Saag,https://www.food.com/recipe/chana-saag-449140
Spice Kissed Masoor Dal (Split Red Lentils),https://www.food.com/recipe/spice-kissed-masoor-dal-split-red-lentils-448592
Pomegranate Raita,https://www.food.com/recipe/pomegranate-raita-443953
Murgh Pulao (Indian Chicken With Basmati Rice),https://www.food.com/recipe/murgh-pulao-indian-chicken-with-basmati-rice-425239
Chicken Saag,https://www.food.com/recipe/chicken-saag-413735
Indian Yogurt Marinade,https://www.food.com/recipe/indian-yogurt-marinade-410570
Yum Yum Chicken Curry,https://www.food.com/recipe/yum-yum-chicken-curry-402229
Quick and Easy Cinnamon Toast,https://www.food.com/recipe/quick-and-easy-cinnamon-toast-39946
"Eggplant Curry ""no-Fry"" with Coconut",https://www.food.com/recipe/eggplant-curry-no-fry-sri-lankan-style-using-coconut-397626
Indian Green Cabbage,https://www.food.com/recipe/indian-green-cabbage-385605
"Curried Chicken Naan ""taco""",https://www.food.com/recipe/curried-chicken-naan-taco-385384
Spicy Eggplant and Green Bean Curry,https://www.food.com/recipe/spicy-eggplant-and-green-bean-curry-363605
Achingya Thoren (Kerala Style Green Bean Curry),https://www.food.com/recipe/achingya-thoren-kerala-style-green-bean-curry-358585
Chapatis (Indian or Kenyan Wholewheat Flatbread),https://www.food.com/recipe/chapatis-indian-or-kenyan-wholewheat-flatbread-356829
Low Cal Spicy Baked Potatoes,https://www.food.com/recipe/low-cal-spicy-baked-potatoes-35460
Spicy Curried Lentil Stew With Cashew Nuts,https://www.food.com/recipe/spicy-curried-lentil-stew-with-cashew-nuts-353417
Indian Spiced Spinach With Potatoes,https://www.food.com/recipe/indian-spiced-spinach-with-potatoes-350651
Chillies Filled With Potato Masala,https://www.food.com/recipe/chillies-filled-with-potato-masala-344055
Beef Korma,https://www.food.com/recipe/beef-korma-342214
Punjabi Rajma (Kidney Beans),https://www.food.com/recipe/punjabi-rajma-kidney-beans-334391
Curried Red Lentil and Swiss Chard Soup,https://www.food.com/recipe/curried-red-lentil-and-swiss-chard-soup-328040
Jaipur-Style  Mung Dal,https://www.food.com/recipe/jaipur-style-quick-and-easy-mung-dal-327998
Carrot and Coriander Pilaf,https://www.food.com/recipe/carrot-and-coriander-pilaf-322899
Cherokee Indian Curry AAA Steak Sauce,https://www.food.com/recipe/cherokee-indian-curry-aaa-steak-sauce-31976
Indian Cornmeal & Berry Dessert,https://www.food.com/recipe/indian-cornmeal-berry-dessert-310403
Chicken Masala Curry,https://www.food.com/recipe/chicken-masala-curry-309513
Spicy Yam Curry,https://www.food.com/recipe/spicy-yam-curry-304057
Turkey Curry Burgers,https://www.food.com/recipe/turkey-curry-burgers-296528
Chicken Haleem,https://www.food.com/recipe/chicken-haleem-295749
Curried Veggie Samosa,https://www.food.com/recipe/curried-veggie-samosa-289626
Eggplant Curry,https://www.food.com/recipe/eggplant-curry-286492
Indian Hot Onion Relish,https://www.food.com/recipe/indian-hot-onion-relish-28187
Masala Chai,https://www.food.com/recipe/masala-chai-278952
Indian Flat Bread,https://www.food.com/recipe/indian-flat-bread-274537
Masala Chicken,https://www.food.com/recipe/masala-chicken-264890
"Lentils With Noodles, Onions and Tomatoes: Syrian Rishta",https://www.food.com/recipe/lentils-with-noodles-onions-and-tomatoes-syrian-rishta-263490
The Best Beef Vindaloo,https://www.food.com/recipe/the-best-beef-vindaloo-232702
